job_id,title,sector,description,required_skills,experience_level,company_type,location
JOB_01355,Principal Game Developer,Oyun Geliştirme,"Startup bünyesinde görev yapacak Principal seviye Game Developer arıyoruz. Oyun Geliştirme alanında deneyimli, Game Physics, Unity, C# teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Game Physics, Unity, C#, Game AI, Unreal Engine, Shader Programming, Performance Optimization. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Game Physics, Unity, C#, Game AI, Unreal Engine, Shader Programming, Performance Optimization",Principal,Startup,Remote
JOB_01356,Mid-Level Telemedicine Developer,Sağlık Teknolojileri,"Sağlık Teknolojileri sektöründe faaliyet gösteren Startup'ümüz için Mid-Level Telemedicine Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Telemedicine Platforms, FHIR, Clinical Data Management, HL7, Electronic Health Records konularında deneyim. Ayrıca  teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Telemedicine Platforms, FHIR, Clinical Data Management, HL7, Electronic Health Records",Mid-Level,Startup,İstanbul
JOB_01357,Junior NLP Engineer,Yapay Zeka,"Junior seviyede NLP Engineer pozisyonu için başvuruları kabul ediyoruz. Startup olarak Yapay Zeka alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Computer Vision, PyTorch, MLOps, BERT, Reinforcement Learning. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Computer Vision, PyTorch, MLOps, BERT, Reinforcement Learning",Junior,Startup,Hybrid
JOB_01358,Mid-Level Unity Developer,Oyun Geliştirme,"Mid-Level seviyede Unity Developer pozisyonu için başvuruları kabul ediyoruz. Teknoloji Devi olarak Oyun Geliştirme alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Unity, 3D Modeling, Game AI, C++, Game Physics, Multiplayer Systems, C#, Unreal Engine. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Unity, 3D Modeling, Game AI, C++, Game Physics, Multiplayer Systems, C#, Unreal Engine",Mid-Level,Teknoloji Devi,İstanbul
JOB_01359,Senior Research Scientist,Yapay Zeka,"Ar-Ge Merkezi bünyesinde görev yapacak Senior seviye Research Scientist arıyoruz. Yapay Zeka alanında deneyimli, PyTorch, Model Deployment, Feature Engineering teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: PyTorch, Model Deployment, Feature Engineering, Transformers, Hugging Face, TensorFlow. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","PyTorch, Model Deployment, Feature Engineering, Transformers, Hugging Face, TensorFlow",Senior,Ar-Ge Merkezi,İzmir
JOB_01360,Lead DevOps Engineer,Yazılım Geliştirme,"Yazılım Geliştirme sektöründe faaliyet gösteren Danışmanlık Firması'ümüz için Lead DevOps Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: REST API, Python, Redis, Java, Agile konularında deneyim. Ayrıca Git, Go teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","REST API, Python, Redis, Java, Agile, Git, Go",Lead,Danışmanlık Firması,Ankara
JOB_01361,Mid-Level DevOps Engineer,Yazılım Geliştirme,"Danışmanlık Firması bünyesinde görev yapacak Mid-Level seviye DevOps Engineer arıyoruz. Yazılım Geliştirme alanında deneyimli, GraphQL, Microservices, Java teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: GraphQL, Microservices, Java, MongoDB, Redis, CI/CD, REST API, Python, C++, React. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","GraphQL, Microservices, Java, MongoDB, Redis, CI/CD, REST API, Python, C++, React",Mid-Level,Danışmanlık Firması,Hybrid
JOB_01362,Junior Game Developer,Oyun Geliştirme,"Scale-up bünyesinde görev yapacak Junior seviye Game Developer arıyoruz. Oyun Geliştirme alanında deneyimli, Unreal Engine, C#, 3D Modeling teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Unreal Engine, C#, 3D Modeling, C++, Game Physics, Animation, Game AI, Shader Programming, Blender, Performance Optimization, Multiplayer Systems, Unity. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Unreal Engine, C#, 3D Modeling, C++, Game Physics, Animation, Game AI, Shader Programming, Blender, Performance Optimization, Multiplayer Systems, Unity",Junior,Scale-up,İstanbul
JOB_01363,Mid-Level Fintech Developer,Finans Teknolojileri,"Startup bünyesinde görev yapacak Mid-Level seviye Fintech Developer arıyoruz. Finans Teknolojileri alanında deneyimli, Financial Analysis, Python, Algorithmic Trading teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Financial Analysis, Python, Algorithmic Trading, Java, Blockchain, Solidity. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Financial Analysis, Python, Algorithmic Trading, Java, Blockchain, Solidity",Mid-Level,Startup,Remote
JOB_01364,Lead CISO,Siber Güvenlik,"Lead seviyede CISO pozisyonu için başvuruları kabul ediyoruz. Kurumsal Firma olarak Siber Güvenlik alanında öncü projeler geliştiriyoruz. Aranan nitelikler: SIEM, Kali Linux, Wireshark, Network Security, Incident Response. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","SIEM, Kali Linux, Wireshark, Network Security, Incident Response",Lead,Kurumsal Firma,İstanbul
JOB_01365,Principal Telemedicine Developer,Sağlık Teknolojileri,"Sağlık Teknolojileri sektöründe faaliyet gösteren Startup'ümüz için Principal Telemedicine Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Electronic Health Records, Medical Imaging, Clinical Data Management, Python, R konularında deneyim. Ayrıca HIPAA Compliance, HL7, FHIR teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Electronic Health Records, Medical Imaging, Clinical Data Management, Python, R, HIPAA Compliance, HL7, FHIR",Principal,Startup,İzmir
JOB_01366,Junior AI Product Manager,Yapay Zeka,"Junior seviyede AI Product Manager pozisyonu için başvuruları kabul ediyoruz. Scale-up olarak Yapay Zeka alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Python, Keras, Hugging Face, TensorFlow, Model Deployment, Deep Learning, BERT, GPT, Feature Engineering. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Python, Keras, Hugging Face, TensorFlow, Model Deployment, Deep Learning, BERT, GPT, Feature Engineering",Junior,Scale-up,Remote
JOB_01367,Senior UX Designer,E-Ticaret,"E-Ticaret sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Senior UX Designer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Conversion Optimization, Magento, CRM, Payment Integration, A/B Testing konularında deneyim. Ayrıca  teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Conversion Optimization, Magento, CRM, Payment Integration, A/B Testing",Senior,Teknoloji Devi,Ankara
JOB_01368,Lead Security Analyst,Siber Güvenlik,"Ar-Ge Merkezi bünyesinde görev yapacak Lead seviye Security Analyst arıyoruz. Siber Güvenlik alanında deneyimli, SIEM, Cryptography, Incident Response teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: SIEM, Cryptography, Incident Response, Vulnerability Assessment, Network Security, Kali Linux. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","SIEM, Cryptography, Incident Response, Vulnerability Assessment, Network Security, Kali Linux",Lead,Ar-Ge Merkezi,Hybrid
JOB_01369,Principal Full Stack Developer,Yazılım Geliştirme,"Startup bünyesinde görev yapacak Principal seviye Full Stack Developer arıyoruz. Yazılım Geliştirme alanında deneyimli, Node.js, Python, CI/CD teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Node.js, Python, CI/CD, Kubernetes, C++. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Node.js, Python, CI/CD, Kubernetes, C++",Principal,Startup,Remote
JOB_01370,Junior Bioinformatics Scientist,Sağlık Teknolojileri,"Uluslararası Şirket bünyesinde görev yapacak Junior seviye Bioinformatics Scientist arıyoruz. Sağlık Teknolojileri alanında deneyimli, Python, Clinical Data Management, HL7 teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Python, Clinical Data Management, HL7, HIPAA Compliance, R, Telemedicine Platforms. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Python, Clinical Data Management, HL7, HIPAA Compliance, R, Telemedicine Platforms",Junior,Uluslararası Şirket,İzmir
JOB_01371,Mid-Level Game Developer,Oyun Geliştirme,"Teknoloji Devi bünyesinde görev yapacak Mid-Level seviye Game Developer arıyoruz. Oyun Geliştirme alanında deneyimli, Performance Optimization, Unreal Engine, Blender teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Performance Optimization, Unreal Engine, Blender, Unity, Shader Programming. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Performance Optimization, Unreal Engine, Blender, Unity, Shader Programming",Mid-Level,Teknoloji Devi,Ankara
JOB_01372,Lead Cloud Engineer,Bulut Bilişim,"Uluslararası Şirket bünyesinde görev yapacak Lead seviye Cloud Engineer arıyoruz. Bulut Bilişim alanında deneyimli, Terraform, AWS, S3 teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Terraform, AWS, S3, Cost Optimization, Kubernetes, Azure. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Terraform, AWS, S3, Cost Optimization, Kubernetes, Azure",Lead,Uluslararası Şirket,İzmir
JOB_01373,Senior Growth Hacker,E-Ticaret,"Uluslararası Şirket bünyesinde görev yapacak Senior seviye Growth Hacker arıyoruz. E-Ticaret alanında deneyimli, Product Management, Shopify, A/B Testing teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Product Management, Shopify, A/B Testing, Google Analytics, Conversion Optimization, Magento, SEO. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Product Management, Shopify, A/B Testing, Google Analytics, Conversion Optimization, Magento, SEO",Senior,Uluslararası Şirket,Hybrid
JOB_01374,Senior Medical Software Engineer,Sağlık Teknolojileri,"Teknoloji Devi bünyesinde görev yapacak Senior seviye Medical Software Engineer arıyoruz. Sağlık Teknolojileri alanında deneyimli, Bioinformatics, R, Python teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Bioinformatics, R, Python, Telemedicine Platforms, Electronic Health Records, HIPAA Compliance, Medical Imaging, FHIR, HL7. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Bioinformatics, R, Python, Telemedicine Platforms, Electronic Health Records, HIPAA Compliance, Medical Imaging, FHIR, HL7",Senior,Teknoloji Devi,İstanbul
JOB_01375,Senior Cloud Engineer,Bulut Bilişim,"Scale-up bünyesinde görev yapacak Senior seviye Cloud Engineer arıyoruz. Bulut Bilişim alanında deneyimli, CloudFormation, Lambda, Google Cloud teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: CloudFormation, Lambda, Google Cloud, S3, Docker, Cloud Security, Terraform, Cost Optimization. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","CloudFormation, Lambda, Google Cloud, S3, Docker, Cloud Security, Terraform, Cost Optimization",Senior,Scale-up,İstanbul
JOB_01376,Junior Growth Hacker,E-Ticaret,"E-Ticaret sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Junior Growth Hacker pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: A/B Testing, Magento, SEO, Payment Integration, Inventory Management konularında deneyim. Ayrıca CRM teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","A/B Testing, Magento, SEO, Payment Integration, Inventory Management, CRM",Junior,Teknoloji Devi,Remote
JOB_01377,Senior Health Informatics Specialist,Sağlık Teknolojileri,"Kurumsal Firma bünyesinde görev yapacak Senior seviye Health Informatics Specialist arıyoruz. Sağlık Teknolojileri alanında deneyimli, Telemedicine Platforms, HL7, FHIR teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Telemedicine Platforms, HL7, FHIR, Python, Clinical Data Management, Bioinformatics, Electronic Health Records, Medical Imaging, R, HIPAA Compliance. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Telemedicine Platforms, HL7, FHIR, Python, Clinical Data Management, Bioinformatics, Electronic Health Records, Medical Imaging, R, HIPAA Compliance",Senior,Kurumsal Firma,İzmir
JOB_01378,Senior Full Stack Developer,Yazılım Geliştirme,"Senior seviyede Full Stack Developer pozisyonu için başvuruları kabul ediyoruz. Teknoloji Devi olarak Yazılım Geliştirme alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Redis, Java, Kubernetes, Git, Python, React, C++, REST API. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Redis, Java, Kubernetes, Git, Python, React, C++, REST API",Senior,Teknoloji Devi,İstanbul
JOB_01379,Junior Digital Marketing Specialist,E-Ticaret,"Junior seviyede Digital Marketing Specialist pozisyonu için başvuruları kabul ediyoruz. Kurumsal Firma olarak E-Ticaret alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Inventory Management, Payment Integration, SEO, User Experience Design, Conversion Optimization, Magento, Product Management, Shopify, A/B Testing. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Inventory Management, Payment Integration, SEO, User Experience Design, Conversion Optimization, Magento, Product Management, Shopify, A/B Testing",Junior,Kurumsal Firma,Remote
JOB_01380,Junior Security Architect,Siber Güvenlik,"Scale-up bünyesinde görev yapacak Junior seviye Security Architect arıyoruz. Siber Güvenlik alanında deneyimli, Kali Linux, Incident Response, Penetration Testing teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Kali Linux, Incident Response, Penetration Testing, Vulnerability Assessment, OWASP, Cryptography, Wireshark, SIEM, Network Security, Burp Suite, Security Auditing, Firewall. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Kali Linux, Incident Response, Penetration Testing, Vulnerability Assessment, OWASP, Cryptography, Wireshark, SIEM, Network Security, Burp Suite, Security Auditing, Firewall",Junior,Scale-up,Ankara
JOB_01381,Junior Unreal Engine Developer,Oyun Geliştirme,"Junior seviyede Unreal Engine Developer pozisyonu için başvuruları kabul ediyoruz. Uluslararası Şirket olarak Oyun Geliştirme alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Game AI, 3D Modeling, C++, Performance Optimization, C#, Game Physics, Shader Programming, Multiplayer Systems, Unreal Engine, Unity, Animation, Blender. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Game AI, 3D Modeling, C++, Performance Optimization, C#, Game Physics, Shader Programming, Multiplayer Systems, Unreal Engine, Unity, Animation, Blender",Junior,Uluslararası Şirket,Remote
JOB_01382,Senior Full Stack Developer,Yazılım Geliştirme,"Yazılım Geliştirme sektöründe faaliyet gösteren Scale-up'ümüz için Senior Full Stack Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Go, Python, Node.js, Docker, MongoDB konularında deneyim. Ayrıca Kubernetes, Agile, Microservices, Java, JavaScript, REST API teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Go, Python, Node.js, Docker, MongoDB, Kubernetes, Agile, Microservices, Java, JavaScript, REST API",Senior,Scale-up,İstanbul
JOB_01383,Junior AI Product Manager,Yapay Zeka,"Danışmanlık Firması bünyesinde görev yapacak Junior seviye AI Product Manager arıyoruz. Yapay Zeka alanında deneyimli, TensorFlow, Feature Engineering, NLP teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: TensorFlow, Feature Engineering, NLP, Hugging Face, Keras, BERT, Model Deployment, Computer Vision, MLOps. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","TensorFlow, Feature Engineering, NLP, Hugging Face, Keras, BERT, Model Deployment, Computer Vision, MLOps",Junior,Danışmanlık Firması,İstanbul
JOB_01384,Principal Game Developer,Oyun Geliştirme,"Teknoloji Devi bünyesinde görev yapacak Principal seviye Game Developer arıyoruz. Oyun Geliştirme alanında deneyimli, Animation, Multiplayer Systems, Unity teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Animation, Multiplayer Systems, Unity, Unreal Engine, Game Physics, C#, Shader Programming, 3D Modeling, Performance Optimization. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Animation, Multiplayer Systems, Unity, Unreal Engine, Game Physics, C#, Shader Programming, 3D Modeling, Performance Optimization",Principal,Teknoloji Devi,İstanbul
JOB_01385,Principal Unreal Engine Developer,Oyun Geliştirme,"Teknoloji Devi bünyesinde görev yapacak Principal seviye Unreal Engine Developer arıyoruz. Oyun Geliştirme alanında deneyimli, Game AI, Shader Programming, Multiplayer Systems teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Game AI, Shader Programming, Multiplayer Systems, Blender, Animation, Unity, 3D Modeling, Unreal Engine. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Game AI, Shader Programming, Multiplayer Systems, Blender, Animation, Unity, 3D Modeling, Unreal Engine",Principal,Teknoloji Devi,İstanbul
JOB_01386,Junior Risk Analyst,Finans Teknolojileri,"Finans Teknolojileri sektöründe faaliyet gösteren Uluslararası Şirket'ümüz için Junior Risk Analyst pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Risk Modeling, Financial Analysis, Java, Blockchain, Algorithmic Trading konularında deneyim. Ayrıca Payment Gateway Integration, Smart Contracts, Python teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Risk Modeling, Financial Analysis, Java, Blockchain, Algorithmic Trading, Payment Gateway Integration, Smart Contracts, Python",Junior,Uluslararası Şirket,Hybrid
JOB_01387,Junior Health Informatics Specialist,Sağlık Teknolojileri,"Junior seviyede Health Informatics Specialist pozisyonu için başvuruları kabul ediyoruz. Scale-up olarak Sağlık Teknolojileri alanında öncü projeler geliştiriyoruz. Aranan nitelikler: R, HIPAA Compliance, Medical Imaging, Clinical Data Management, Bioinformatics, Electronic Health Records, FHIR, Python, Telemedicine Platforms. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","R, HIPAA Compliance, Medical Imaging, Clinical Data Management, Bioinformatics, Electronic Health Records, FHIR, Python, Telemedicine Platforms",Junior,Scale-up,Remote
JOB_01388,Junior Frontend Developer,Yazılım Geliştirme,"Yazılım Geliştirme sektöründe faaliyet gösteren Teknoloji Devi'ümüz için Junior Frontend Developer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Docker, C++, Kubernetes, Agile, Microservices konularında deneyim. Ayrıca JavaScript, Git, Node.js, CI/CD, React teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Docker, C++, Kubernetes, Agile, Microservices, JavaScript, Git, Node.js, CI/CD, React",Junior,Teknoloji Devi,İstanbul
JOB_01389,Mid-Level Graphics Programmer,Oyun Geliştirme,"Scale-up bünyesinde görev yapacak Mid-Level seviye Graphics Programmer arıyoruz. Oyun Geliştirme alanında deneyimli, 3D Modeling, Animation, Multiplayer Systems teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: 3D Modeling, Animation, Multiplayer Systems, Game AI, C++, C#, Blender, Shader Programming, Game Physics, Unity, Unreal Engine, Performance Optimization. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","3D Modeling, Animation, Multiplayer Systems, Game AI, C++, C#, Blender, Shader Programming, Game Physics, Unity, Unreal Engine, Performance Optimization",Mid-Level,Scale-up,İzmir
JOB_01390,Lead DevOps Engineer,Yazılım Geliştirme,"Yazılım Geliştirme sektöründe faaliyet gösteren Danışmanlık Firması'ümüz için Lead DevOps Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Microservices, Redis, Docker, GraphQL, Go konularında deneyim. Ayrıca Git, Node.js, Python, CI/CD teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Microservices, Redis, Docker, GraphQL, Go, Git, Node.js, Python, CI/CD",Lead,Danışmanlık Firması,Hybrid
JOB_01391,Junior Quantitative Analyst,Finans Teknolojileri,"Uluslararası Şirket bünyesinde görev yapacak Junior seviye Quantitative Analyst arıyoruz. Finans Teknolojileri alanında deneyimli, Blockchain, Payment Gateway Integration, Risk Modeling teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Blockchain, Payment Gateway Integration, Risk Modeling, Java, Smart Contracts. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Blockchain, Payment Gateway Integration, Risk Modeling, Java, Smart Contracts",Junior,Uluslararası Şirket,Ankara
JOB_01392,Mid-Level Growth Hacker,E-Ticaret,"Mid-Level seviyede Growth Hacker pozisyonu için başvuruları kabul ediyoruz. Ar-Ge Merkezi olarak E-Ticaret alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Shopify, User Experience Design, Payment Integration, A/B Testing, SEO, Inventory Management, Conversion Optimization, Google Analytics, Product Management, Magento. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Shopify, User Experience Design, Payment Integration, A/B Testing, SEO, Inventory Management, Conversion Optimization, Google Analytics, Product Management, Magento",Mid-Level,Ar-Ge Merkezi,Hybrid
JOB_01393,Junior CISO,Siber Güvenlik,"Uluslararası Şirket bünyesinde görev yapacak Junior seviye CISO arıyoruz. Siber Güvenlik alanında deneyimli, Cryptography, Vulnerability Assessment, Incident Response teknolojilerine hakim ve takım çalışmasına yatkın adaylar aramaktayız. Gerekli teknik beceriler: Cryptography, Vulnerability Assessment, Incident Response, SIEM, Kali Linux, Burp Suite, Wireshark. Projelerimizde aktif rol alacak, kod kalitesine önem verecek ve sürekli öğrenmeye açık profesyoneller ile çalışmak istiyoruz.","Cryptography, Vulnerability Assessment, Incident Response, SIEM, Kali Linux, Burp Suite, Wireshark",Junior,Uluslararası Şirket,Remote
JOB_01394,Junior DevOps Engineer,Yazılım Geliştirme,"Junior seviyede DevOps Engineer pozisyonu için başvuruları kabul ediyoruz. Startup olarak Yazılım Geliştirme alanında öncü projeler geliştiriyoruz. Aranan nitelikler: Java, Node.js, C++, Git, Microservices, GraphQL, PostgreSQL, React, Agile. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","Java, Node.js, C++, Git, Microservices, GraphQL, PostgreSQL, React, Agile",Junior,Startup,Ankara
JOB_01395,Lead Security Architect,Siber Güvenlik,"Siber Güvenlik sektöründe faaliyet gösteren Startup'ümüz için Lead Security Architect pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Firewall, Incident Response, Vulnerability Assessment, Network Security, Security Auditing konularında deneyim. Ayrıca Penetration Testing, Kali Linux, OWASP teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Firewall, Incident Response, Vulnerability Assessment, Network Security, Security Auditing, Penetration Testing, Kali Linux, OWASP",Lead,Startup,İzmir
JOB_01396,Junior Kubernetes Engineer,Bulut Bilişim,"Bulut Bilişim sektöründe faaliyet gösteren Uluslararası Şirket'ümüz için Junior Kubernetes Engineer pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: Cost Optimization, Cloud Security, AWS, Google Cloud, Kubernetes konularında deneyim. Ayrıca Docker, Lambda, CloudFormation, Terraform, Azure teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","Cost Optimization, Cloud Security, AWS, Google Cloud, Kubernetes, Docker, Lambda, CloudFormation, Terraform, Azure",Junior,Uluslararası Şirket,İstanbul
JOB_01397,Lead IoT Engineer,IoT ve Gömülü Sistemler,"Lead seviyede IoT Engineer pozisyonu için başvuruları kabul ediyoruz. Kurumsal Firma olarak IoT ve Gömülü Sistemler alanında öncü projeler geliştiriyoruz. Aranan nitelikler: MQTT, PCB Design, Arduino, Wireless Communication, C. Problem çözme becerisi yüksek, analitik düşünebilen ve teknolojiye tutkulu profesyoneller ile çalışmak istiyoruz.","MQTT, PCB Design, Arduino, Wireless Communication, C",Lead,Kurumsal Firma,Remote
JOB_01398,Lead Health Informatics Specialist,Sağlık Teknolojileri,"Sağlık Teknolojileri sektöründe faaliyet gösteren Ar-Ge Merkezi'ümüz için Lead Health Informatics Specialist pozisyonunda ekip arkadaşı arıyoruz. Pozisyon gereksinimleri: R, FHIR, Medical Imaging, Bioinformatics, Telemedicine Platforms konularında deneyim. Ayrıca HIPAA Compliance, HL7, Python, Electronic Health Records, Clinical Data Management teknolojilerine aşinalık beklenmektedir. Dinamik ve yenilikçi bir ortamda çalışmak isteyen adayları bekliyoruz.","R, FHIR, Medical Imaging, Bioinformatics, Telemedicine Platforms, HIPAA Compliance, HL7, Python, Electronic Health Records, Clinical Data Management",Lead,Ar-Ge Merkezi,Hybrid
